path_id,touchpoints,path_length,converted,revenue,days_to_convert
PATH-0407,display > organic_search > paid_search,3,False,0.0,
PATH-0408,referral > organic_search > referral > referral > organic_search,5,False,0.0,
PATH-0409,display > paid_search > organic_search > email > display,5,True,439.31,5.0
PATH-0410,organic_search > direct > social_paid > social_paid > social_paid > social_organic > referral,7,True,381.15,6.0
PATH-0411,paid_search > display > organic_search > direct,4,False,0.0,
PATH-0412,paid_search > paid_search > paid_search > display,4,False,0.0,
PATH-0413,social_paid > referral,2,False,0.0,
PATH-0414,paid_search > display,2,True,199.82,8.0
PATH-0415,organic_search > social_paid > direct,3,False,0.0,
PATH-0416,email > social_organic > social_organic > social_organic > social_paid > social_organic > organic_search,7,True,380.78,22.0
PATH-0417,display > organic_search > display > paid_search,4,False,0.0,
PATH-0418,email > email,2,False,0.0,
PATH-0419,social_organic > paid_search > paid_search > display,4,False,0.0,
PATH-0420,email > social_paid > paid_search > display > email > email > direct,7,True,243.9,2.0
PATH-0421,referral > social_organic > social_organic > social_organic > social_paid,5,False,0.0,
PATH-0422,direct > social_paid > display > organic_search > email > social_paid,6,False,0.0,
PATH-0423,social_organic > organic_search > display > social_paid > paid_search > direct,6,True,440.65,17.0
PATH-0424,organic_search > organic_search > display > social_paid > paid_search > paid_search > social_organic,7,False,0.0,
PATH-0425,social_organic > social_paid > social_organic > display > direct,5,False,0.0,
PATH-0426,paid_search > direct > paid_search > referral,4,True,445.44,15.0
PATH-0427,referral > email,2,False,0.0,
PATH-0428,organic_search > email,2,True,312.29,15.0
PATH-0429,email > email,2,True,428.03,20.0
PATH-0430,social_organic > social_paid > direct > social_organic > referral > display > referral,7,False,0.0,
PATH-0431,direct > display,2,False,0.0,
PATH-0432,direct > email > organic_search > organic_search > direct,5,True,293.83,19.0
PATH-0433,direct > social_organic > referral > display > organic_search > organic_search,6,True,147.48,23.0
PATH-0434,social_organic > organic_search,2,False,0.0,
PATH-0435,referral > display,2,True,491.42,23.0
PATH-0436,social_organic > referral > referral,3,False,0.0,
PATH-0437,email > referral > display > direct > display > organic_search,6,False,0.0,
PATH-0438,social_organic > organic_search > paid_search > referral > paid_search > display,6,True,243.57,15.0
PATH-0439,direct > paid_search > organic_search > referral > referral,5,True,285.66,7.0
PATH-0440,direct > organic_search > direct > social_organic > email,5,False,0.0,
PATH-0441,email > referral > social_organic > organic_search,4,True,52.02,19.0
PATH-0442,organic_search > paid_search > referral,3,True,244.73,14.0
PATH-0443,social_organic > referral > direct > direct > social_paid > social_paid > direct,7,False,0.0,
PATH-0444,paid_search > social_organic,2,False,0.0,
PATH-0445,direct > social_organic > display > email,4,False,0.0,
PATH-0446,referral > social_paid > social_organic > email,4,True,375.85,30.0
PATH-0447,display > paid_search > display > direct > direct > organic_search,6,False,0.0,
PATH-0448,display > display > email > social_paid,4,True,462.58,14.0
PATH-0449,display > referral,2,False,0.0,
PATH-0450,social_paid > social_organic > social_paid > email,4,True,195.31,17.0
PATH-0451,email > social_organic > display,3,False,0.0,
PATH-0452,social_organic > direct > social_organic > paid_search,4,False,0.0,
PATH-0453,email > email > display > organic_search > paid_search > social_paid,6,False,0.0,
PATH-0454,email > paid_search > referral > email > direct,5,False,0.0,
PATH-0455,referral > paid_search > social_paid > paid_search > direct,5,False,0.0,
PATH-0456,display > organic_search > paid_search,3,False,0.0,
PATH-0457,direct > social_organic > social_organic > display > direct > direct > direct,7,True,457.29,26.0
PATH-0458,display > organic_search > direct,3,False,0.0,
PATH-0459,display > social_paid > email > social_organic > display > paid_search > social_paid,7,False,0.0,
PATH-0460,social_organic > paid_search > social_organic > paid_search,4,True,446.1,21.0
PATH-0461,referral > email > organic_search > paid_search,4,False,0.0,
PATH-0462,referral > direct > social_paid > referral > social_paid > social_paid > email,7,True,241.05,21.0
PATH-0463,display > social_organic > social_paid > referral > direct,5,False,0.0,
PATH-0464,organic_search > direct,2,True,298.09,17.0
PATH-0465,paid_search > social_paid > email > social_paid,4,False,0.0,
PATH-0466,email > social_paid > social_paid > email > social_organic > paid_search > direct,7,False,0.0,
PATH-0467,paid_search > social_organic > email > display,4,True,168.65,12.0
PATH-0468,social_paid > direct > social_paid > social_organic > social_paid,5,True,124.18,4.0
PATH-0469,direct > email > social_organic > organic_search > display > social_organic > social_organic,7,False,0.0,
PATH-0470,referral > paid_search > paid_search,3,False,0.0,
PATH-0471,direct > social_paid > direct > direct > paid_search > direct > direct,7,False,0.0,
PATH-0472,social_paid > display > referral > display,4,False,0.0,
PATH-0473,social_organic > email > email,3,False,0.0,
PATH-0474,organic_search > social_paid > referral > referral > paid_search,5,False,0.0,
PATH-0475,social_organic > paid_search > referral > paid_search > display > social_organic,6,False,0.0,
PATH-0476,referral > referral > social_paid > display > social_paid,5,False,0.0,
PATH-0477,social_paid > referral > organic_search > display > email > direct > paid_search,7,False,0.0,
PATH-0478,direct > direct,2,True,373.39,25.0
PATH-0479,social_organic > direct > paid_search > display > organic_search > email > referral,7,True,478.78,11.0
PATH-0480,organic_search > email > social_paid > social_paid > email > paid_search > referral,7,False,0.0,
PATH-0481,social_paid > direct > social_organic > display > display > display,6,False,0.0,
PATH-0482,organic_search > social_paid > referral > paid_search > direct > paid_search,6,True,373.14,4.0
PATH-0483,direct > organic_search,2,True,277.07,14.0
PATH-0484,social_paid > organic_search > paid_search > organic_search > social_paid > email > organic_search,7,False,0.0,
PATH-0485,email > social_paid,2,True,363.78,22.0
PATH-0486,referral > organic_search,2,False,0.0,
PATH-0487,display > email > social_paid > paid_search > paid_search > paid_search > direct,7,False,0.0,
PATH-0488,display > referral > email > social_paid,4,True,346.65,20.0
PATH-0489,direct > paid_search > organic_search > display,4,True,105.93,15.0
PATH-0490,referral > organic_search > referral,3,False,0.0,
PATH-0491,paid_search > display > social_organic > display,4,False,0.0,
PATH-0492,social_paid > social_paid > social_paid > social_organic > referral > direct > social_paid,7,False,0.0,
PATH-0493,email > social_paid > organic_search > referral,4,True,368.99,19.0
PATH-0494,email > social_organic > social_paid > social_paid > referral,5,False,0.0,
PATH-0495,direct > organic_search > direct,3,True,347.16,19.0
PATH-0496,organic_search > direct > display > social_paid > referral > social_paid,6,False,0.0,
PATH-0497,social_organic > paid_search > direct > display > organic_search > organic_search > display,7,True,153.62,13.0
PATH-0498,email > direct > direct > referral > paid_search,5,True,138.75,30.0
PATH-0499,social_organic > paid_search > social_organic > email > referral > display,6,False,0.0,
PATH-0500,referral > social_paid > email > organic_search,4,True,274.65,17.0
