date,channel,sessions,conversions,revenue,spend,bounce_rate,avg_session_duration,is_anomaly,anomaly_type
2025-05-21,paid_search,918,49,4142.72,1905.52,0.313,133.8,False,
2025-05-21,social_organic,696,12,625.42,0.0,0.373,137.3,False,
2025-05-21,social_paid,480,9,870.76,676.23,0.535,195.6,False,
2025-05-21,email,360,20,2183.16,16.46,0.319,202.9,False,
2025-05-21,referral,302,11,493.12,0.0,0.487,68.4,False,
2025-05-21,direct,692,26,2109.68,0.0,0.237,172.3,False,
2025-05-21,display,321,4,274.85,296.55,0.454,117.1,False,
2025-05-22,organic_search,1200,41,2276.85,0.0,0.461,100.7,False,
2025-05-22,paid_search,1030,42,2667.17,2097.34,0.471,213.2,False,
2025-05-22,social_organic,623,11,1091.92,0.0,0.497,182.1,False,
2025-05-22,social_paid,513,15,1255.8,727.29,0.452,104.0,False,
2025-05-22,email,321,18,1604.25,17.48,0.367,264.9,False,
2025-05-22,referral,326,12,1139.64,0.0,0.302,105.8,False,
2025-05-22,direct,473,22,1566.47,0.0,0.37,73.9,False,
2025-05-22,display,346,3,345.26,331.68,0.714,262.6,False,
2025-05-23,organic_search,1090,46,3601.62,0.0,0.497,274.6,False,
2025-05-23,paid_search,713,30,1407.62,1055.95,0.52,149.8,False,
2025-05-23,social_organic,807,4,162.08,0.0,0.63,188.4,False,
2025-05-23,social_paid,470,14,1355.01,570.19,0.451,183.5,False,
2025-05-23,email,415,20,2257.99,17.37,0.336,128.2,False,
2025-05-23,referral,288,12,1052.47,0.0,0.518,132.0,False,
2025-05-23,direct,785,37,3385.16,0.0,0.244,84.5,False,
2025-05-23,display,345,5,521.89,362.51,0.558,275.2,False,
2025-05-24,organic_search,650,21,2180.72,0.0,0.349,183.6,False,
2025-05-24,paid_search,495,18,1372.57,1024.26,0.343,196.9,False,
2025-05-24,social_organic,406,5,266.79,0.0,0.715,250.7,False,
2025-05-24,social_paid,325,5,420.37,329.28,0.444,129.3,False,
2025-05-24,email,260,11,537.87,10.57,0.39,230.0,False,
2025-05-24,referral,260,8,506.29,0.0,0.376,262.3,False,
2025-05-24,direct,432,18,1211.49,0.0,0.504,123.5,False,
2025-05-24,display,259,5,474.35,249.97,0.548,192.6,False,
2025-05-25,organic_search,1046,37,2279.21,0.0,0.389,191.1,False,
2025-05-25,paid_search,623,18,1933.33,1258.44,0.243,235.5,False,
2025-05-25,social_organic,295,2,177.4,0.0,0.454,294.6,False,
2025-05-25,social_paid,222,4,168.34,273.37,0.616,83.1,False,
2025-05-25,email,301,18,1383.13,14.62,0.276,119.8,False,
2025-05-25,referral,47,8,411.71,0.0,0.391,116.9,True,traffic_drop
2025-05-25,direct,436,19,1868.24,0.0,0.417,118.8,False,
2025-05-25,display,243,1,48.77,217.82,0.526,150.9,False,
2025-05-26,organic_search,1366,49,4093.46,0.0,0.376,207.9,False,
2025-05-26,paid_search,817,30,3166.43,1712.42,0.429,255.1,False,
2025-05-26,social_organic,667,0,0.0,0.0,0.609,283.2,False,
2025-05-26,social_paid,550,14,1572.17,574.79,0.446,223.7,False,
2025-05-26,email,349,19,1193.6,17.59,0.336,209.3,False,
2025-05-26,referral,334,8,396.32,0.0,0.347,66.8,False,
2025-05-26,direct,665,17,1249.3,0.0,0.498,78.7,False,
2025-05-26,display,465,5,495.29,402.05,0.703,77.0,False,
2025-05-27,organic_search,1521,46,3287.15,0.0,0.481,281.4,False,
2025-05-27,paid_search,882,40,2762.01,1433.34,0.191,240.2,False,
2025-05-27,social_organic,524,0,0.0,0.0,0.569,173.2,False,
2025-05-27,social_paid,545,17,762.43,548.23,0.578,69.1,False,
2025-05-27,email,477,25,1626.17,22.74,0.202,88.1,False,
2025-05-27,referral,338,14,631.68,0.0,0.207,103.5,False,
2025-05-27,direct,841,42,3530.57,0.0,0.338,114.4,False,
2025-05-27,display,336,7,639.94,245.94,0.619,299.2,False,
2025-05-28,organic_search,1253,33,1987.49,0.0,0.352,120.1,False,
2025-05-28,paid_search,1035,36,4202.85,7167.65,0.278,170.1,True,spend_spike
2025-05-28,social_organic,649,5,262.87,0.0,0.62,91.6,False,
2025-05-28,social_paid,476,13,807.47,586.9,0.395,168.4,False,
2025-05-28,email,342,18,923.11,19.3,0.277,87.2,False,
2025-05-28,referral,318,13,1263.97,0.0,0.305,223.1,False,
2025-05-28,direct,733,28,1265.32,0.0,0.428,80.1,False,
2025-05-28,display,422,4,339.44,343.04,0.516,77.5,False,
2025-05-29,organic_search,1034,41,3123.79,0.0,0.443,276.4,False,
2025-05-29,paid_search,962,48,5344.77,1784.56,0.379,284.1,False,
2025-05-29,social_organic,501,0,0.0,0.0,0.624,96.0,False,
2025-05-29,social_paid,555,9,836.73,574.88,0.462,277.0,False,
2025-05-29,email,354,16,1729.16,17.41,0.3,80.3,False,
2025-05-29,referral,280,11,665.75,0.0,0.368,78.4,False,
2025-05-29,direct,662,29,1915.78,0.0,0.439,170.2,False,
2025-05-29,display,460,0,0.0,455.41,0.602,109.1,False,
2025-05-30,organic_search,1007,42,3399.74,0.0,0.42,265.1,False,
2025-05-30,paid_search,733,23,1651.73,1414.54,0.43,273.8,False,
2025-05-30,social_organic,499,3,183.58,0.0,0.524,284.1,False,
2025-05-30,social_paid,480,12,716.42,675.77,0.446,241.4,False,
2025-05-30,email,386,21,2245.0,18.59,0.341,257.3,False,
2025-05-30,referral,228,9,1028.26,0.0,0.369,161.7,False,
2025-05-30,direct,700,26,1725.13,0.0,0.393,273.2,False,
2025-05-30,display,337,5,212.56,287.64,0.571,101.4,False,
2025-05-31,organic_search,907,26,1946.98,0.0,0.334,122.3,False,
2025-05-31,paid_search,582,18,1697.94,1044.03,0.402,245.3,False,
2025-05-31,social_organic,341,0,0.0,0.0,0.542,189.1,False,
2025-05-31,social_paid,434,12,1239.69,536.18,0.425,123.7,False,
2025-05-31,email,231,15,1253.85,11.49,0.417,272.1,False,
2025-05-31,referral,184,10,1084.5,0.0,0.359,260.4,False,
2025-05-31,direct,463,16,1481.56,0.0,0.423,186.1,False,
2025-05-31,display,274,7,577.91,257.3,0.533,154.4,False,
2025-06-01,organic_search,849,30,3450.69,0.0,0.554,238.8,False,
2025-06-01,paid_search,607,26,1167.17,1102.24,0.258,151.2,False,
2025-06-01,social_organic,412,3,213.94,0.0,0.568,297.0,False,
2025-06-01,social_paid,274,7,669.97,277.57,0.521,165.9,False,
2025-06-01,email,281,18,1731.89,15.43,0.344,170.4,False,
2025-06-01,referral,198,8,587.4,0.0,0.324,191.5,False,
2025-06-01,direct,578,19,1648.39,0.0,0.509,281.3,False,
2025-06-01,display,194,3,303.46,192.59,0.508,186.2,False,
2025-06-02,organic_search,1442,53,5685.96,0.0,0.388,147.0,False,
2025-06-02,paid_search,793,34,3232.75,1184.16,0.375,108.8,False,
2025-06-02,social_organic,645,0,0.0,0.0,0.541,123.6,False,
2025-06-02,social_paid,509,14,837.62,548.12,0.42,297.8,False,
2025-06-02,email,438,25,2143.97,25.15,0.338,127.5,False,
2025-06-02,referral,307,16,1142.96,0.0,0.416,295.2,False,
2025-06-02,direct,441,16,1244.08,0.0,0.368,190.1,False,
2025-06-02,display,356,5,519.47,262.27,0.438,98.0,False,
2025-06-03,organic_search,950,26,1742.83,0.0,0.405,131.3,False,
2025-06-03,paid_search,860,43,4057.66,1384.64,0.339,150.5,False,
2025-06-03,social_organic,895,16,1777.57,0.0,0.54,239.1,False,
2025-06-03,social_paid,565,3,273.81,798.61,0.409,87.0,False,
2025-06-03,email,318,16,1784.46,18.85,0.223,248.5,False,
2025-06-03,referral,297,9,998.93,0.0,0.459,193.9,False,
2025-06-03,direct,515,21,1821.97,0.0,0.368,120.6,False,
2025-06-03,display,340,6,528.8,319.29,0.489,153.2,False,
2025-06-04,organic_search,1414,42,3280.14,0.0,0.578,72.1,False,
2025-06-04,paid_search,704,36,4154.28,1519.28,0.413,127.7,False,
2025-06-04,social_organic,471,13,1106.37,0.0,0.411,93.8,False,
2025-06-04,social_paid,470,8,902.1,602.58,0.57,215.0,False,
2025-06-04,email,364,20,2291.08,19.13,0.301,230.4,False,
2025-06-04,referral,308,12,1214.06,0.0,0.307,244.8,False,
2025-06-04,direct,683,27,2568.85,0.0,0.177,138.2,False,
2025-06-04,display,345,3,292.0,370.19,0.628,253.1,False,
2025-06-05,organic_search,1133,44,2903.6,0.0,0.342,231.5,False,
2025-06-05,paid_search,917,34,3895.39,1619.12,0.391,236.3,False,
2025-06-05,social_organic,825,10,642.22,0.0,0.369,153.6,False,
2025-06-05,social_paid,620,23,1004.49,696.01,0.568,158.8,False,
2025-06-05,email,387,20,882.63,23.19,0.269,64.9,False,
2025-06-05,referral,310,11,1132.38,0.0,0.487,203.8,False,
2025-06-05,direct,758,25,2911.62,0.0,0.31,151.6,False,
2025-06-05,display,416,8,722.55,417.81,0.612,101.2,False,
2025-06-06,organic_search,1229,24,1298.98,0.0,0.495,253.9,False,
2025-06-06,paid_search,719,24,2201.81,1549.31,0.368,209.4,False,
2025-06-06,social_organic,508,3,315.13,0.0,0.483,116.7,False,
2025-06-06,social_paid,412,11,1017.4,477.69,0.552,211.4,False,
2025-06-06,email,305,14,1270.62,15.81,0.237,148.5,False,
2025-06-06,referral,279,15,1697.43,0.0,0.254,118.5,False,
2025-06-06,direct,701,18,1338.77,0.0,0.443,272.1,False,
2025-06-06,display,273,5,293.81,215.98,0.613,61.6,False,
2025-06-07,organic_search,881,29,1593.69,0.0,0.436,215.2,False,
2025-06-07,paid_search,569,25,1699.86,1041.82,0.395,152.0,False,
2025-06-07,social_organic,472,8,540.81,0.0,0.468,79.2,False,
2025-06-07,social_paid,358,10,1186.41,353.65,0.527,200.0,False,
2025-06-07,email,321,16,1102.37,14.51,0.272,64.0,False,
2025-06-07,referral,241,12,724.19,0.0,0.259,73.6,False,
2025-06-07,direct,598,25,1826.63,0.0,0.395,187.0,False,
2025-06-07,display,200,4,325.19,206.87,0.794,109.3,False,
2025-06-08,organic_search,852,25,1690.31,0.0,0.353,208.0,False,
2025-06-08,paid_search,468,19,1493.36,828.66,0.284,293.7,False,
2025-06-08,social_organic,504,7,521.02,0.0,0.492,179.1,False,
2025-06-08,social_paid,317,8,737.29,412.07,0.533,246.9,False,
2025-06-08,email,195,12,1408.34,10.18,0.231,220.8,False,
2025-06-08,referral,250,8,777.42,0.0,0.285,224.0,False,
2025-06-08,direct,538,13,981.69,0.0,0.482,253.4,False,
2025-06-08,display,208,2,185.78,201.85,0.515,229.0,False,
2025-06-09,organic_search,1031,46,3293.06,0.0,0.458,82.4,False,
2025-06-09,paid_search,697,37,1947.86,1014.54,0.356,248.4,False,
2025-06-09,social_organic,703,12,715.97,0.0,0.592,113.9,False,
2025-06-09,social_paid,434,12,642.51,568.6,0.419,117.0,False,
2025-06-09,email,448,17,1067.56,21.31,0.263,79.7,False,
2025-06-09,referral,320,10,834.13,0.0,0.205,249.6,False,
2025-06-09,direct,691,23,1623.35,0.0,0.401,296.9,False,
2025-06-09,display,377,5,326.53,284.61,0.509,163.8,False,
2025-06-10,organic_search,1053,30,1910.68,0.0,0.506,206.9,False,
2025-06-10,paid_search,680,22,1529.47,1269.1,0.346,144.2,False,
2025-06-10,social_organic,569,5,551.91,0.0,0.536,269.4,False,
2025-06-10,social_paid,2182,12,1367.62,881.18,0.704,86.8,True,traffic_spike
2025-06-10,email,430,21,2244.23,21.89,0.466,165.4,False,
2025-06-10,referral,338,11,1285.93,0.0,0.376,211.5,False,
2025-06-10,direct,605,20,1454.95,0.0,0.293,207.2,False,
2025-06-10,display,430,13,1087.99,410.45,0.576,184.0,False,
2025-06-11,organic_search,1038,33,1741.83,0.0,0.408,213.5,False,
2025-06-11,paid_search,850,47,4239.2,1224.15,0.391,243.2,False,
2025-06-11,social_organic,605,15,1683.5,0.0,0.742,299.2,False,
2025-06-11,social_paid,539,10,546.22,749.22,0.384,238.7,False,
2025-06-11,email,441,25,1096.3,22.09,0.332,220.0,False,
2025-06-11,referral,383,13,1402.62,0.0,0.442,125.0,False,
2025-06-11,direct,686,23,1619.03,0.0,0.336,216.5,False,
2025-06-11,display,451,13,1325.1,390.15,0.705,233.4,False,
2025-06-12,organic_search,1217,39,2231.21,0.0,0.429,143.1,False,
2025-06-12,paid_search,628,20,876.18,1163.21,0.392,140.6,False,
2025-06-12,social_organic,550,2,87.88,0.0,0.652,161.5,False,
2025-06-12,social_paid,524,14,1202.82,626.74,0.554,236.0,False,
2025-06-12,email,300,17,877.93,15.64,0.226,154.9,False,
2025-06-12,referral,298,15,691.32,0.0,0.355,257.4,False,
2025-06-12,direct,560,2,2690.67,0.0,0.435,287.3,True,cvr_drop
2025-06-12,display,349,3,198.16,255.11,0.57,65.0,False,
2025-06-13,organic_search,1309,40,4388.34,0.0,0.411,111.7,False,
2025-06-13,paid_search,801,28,1473.29,1515.4,0.432,276.2,False,
2025-06-13,social_organic,518,11,956.9,0.0,0.449,208.4,False,
2025-06-13,social_paid,641,17,1217.32,901.65,0.476,210.3,False,
2025-06-13,email,345,16,1020.28,17.78,0.253,232.2,False,
2025-06-13,referral,436,21,1134.54,0.0,0.295,219.3,False,
2025-06-13,direct,678,3,3360.96,0.0,0.42,237.5,True,cvr_drop
2025-06-13,display,291,5,392.5,287.19,0.627,138.8,False,
2025-06-14,organic_search,947,30,3493.57,0.0,0.351,131.4,False,
2025-06-14,paid_search,495,14,979.12,934.0,0.333,243.0,False,
2025-06-14,social_organic,469,7,298.02,0.0,0.563,198.8,False,
2025-06-14,social_paid,426,15,1700.38,511.29,0.509,190.9,False,
2025-06-14,email,285,18,1464.28,16.56,0.31,262.2,False,
2025-06-14,referral,162,6,327.83,0.0,0.33,206.9,False,
2025-06-14,direct,481,12,1134.63,0.0,0.472,184.6,False,
2025-06-14,display,238,2,227.54,186.54,0.601,186.8,False,
2025-06-15,organic_search,766,28,2301.32,0.0,0.45,265.4,False,
2025-06-15,paid_search,688,32,3137.0,1262.78,0.442,152.3,False,
2025-06-15,social_organic,464,6,440.01,0.0,0.457,77.7,False,
2025-06-15,social_paid,244,0,0.0,276.73,0.391,207.1,False,
2025-06-15,email,257,14,1645.54,13.91,0.227,94.4,False,
2025-06-15,referral,196,7,671.98,0.0,0.423,250.0,False,
2025-06-15,direct,535,19,1859.4,0.0,0.493,277.4,False,
2025-06-15,display,286,7,286.83,240.11,0.455,74.9,False,
2025-06-16,organic_search,1441,47,2656.22,0.0,0.395,182.6,False,
2025-06-16,paid_search,771,35,1487.74,1169.48,0.319,192.0,False,
2025-06-16,social_organic,564,7,601.09,0.0,0.497,202.2,False,
2025-06-16,social_paid,529,13,1409.56,737.96,0.486,264.1,False,
2025-06-16,email,432,26,2357.54,23.14,0.345,138.7,False,
2025-06-16,referral,348,16,661.92,0.0,0.33,289.1,False,
2025-06-16,direct,642,28,2119.17,0.0,0.361,150.9,False,
2025-06-16,display,264,7,446.37,210.39,0.639,220.1,False,
2025-06-17,organic_search,1322,45,1857.4,0.0,0.607,81.9,False,
2025-06-17,paid_search,848,28,1689.46,1528.9,0.351,255.0,False,
2025-06-17,social_organic,650,15,1247.3,0.0,0.554,121.0,False,
2025-06-17,social_paid,532,17,1391.05,512.69,0.372,259.2,False,
2025-06-17,email,460,29,1319.57,21.73,0.238,167.8,False,
2025-06-17,referral,278,14,1642.41,0.0,0.263,74.9,False,
2025-06-17,direct,713,29,3344.72,0.0,0.399,168.1,False,
2025-06-17,display,319,6,634.84,305.66,0.591,99.1,False,
2025-06-18,organic_search,1363,53,3922.29,0.0,0.378,75.2,False,
2025-06-18,paid_search,710,3,2216.64,1106.14,0.479,69.6,True,cvr_drop
2025-06-18,social_organic,584,1,59.77,0.0,0.553,235.0,False,
2025-06-18,social_paid,580,15,1175.0,608.7,0.452,88.8,False,
2025-06-18,email,386,19,2216.59,16.08,0.317,294.8,False,
2025-06-18,referral,302,9,505.5,0.0,0.342,278.8,False,
2025-06-18,direct,844,35,3471.81,0.0,0.442,188.2,False,
2025-06-18,display,398,9,700.88,328.8,0.532,252.5,False,
2025-06-19,organic_search,1267,42,2235.88,0.0,0.449,83.9,False,
2025-06-19,paid_search,772,41,2804.13,1642.03,0.429,264.2,False,
2025-06-19,social_organic,505,2,222.39,0.0,0.546,191.6,False,
2025-06-19,social_paid,442,11,719.03,538.05,0.418,218.7,False,
2025-06-19,email,355,20,2100.72,19.02,0.29,274.5,False,
2025-06-19,referral,343,13,916.39,0.0,0.436,231.6,False,
2025-06-19,direct,604,24,1519.64,0.0,0.35,229.8,False,
2025-06-19,display,335,3,191.44,297.75,0.679,65.2,False,
2025-06-20,organic_search,1081,43,4656.95,0.0,0.319,183.9,False,
2025-06-20,paid_search,940,27,2911.97,1680.84,0.326,259.9,False,
2025-06-20,social_organic,605,8,646.25,0.0,0.606,80.3,False,
2025-06-20,social_paid,431,18,2036.43,522.62,0.625,92.9,False,
2025-06-20,email,349,19,1069.77,14.18,0.231,172.7,False,
2025-06-20,referral,301,12,554.32,0.0,0.374,221.7,False,
2025-06-20,direct,727,35,2929.06,0.0,0.451,145.0,False,
2025-06-20,display,373,13,854.45,345.13,0.68,116.8,False,
2025-06-21,organic_search,795,19,1883.72,0.0,0.589,84.7,False,
2025-06-21,paid_search,507,23,2355.82,1020.08,0.45,121.6,False,
2025-06-21,social_organic,455,5,235.85,0.0,0.484,140.2,False,
2025-06-21,social_paid,389,12,818.43,387.78,0.561,240.7,False,
2025-06-21,email,298,16,1575.08,16.86,0.357,162.5,False,
2025-06-21,referral,252,10,718.68,0.0,0.408,129.8,False,
2025-06-21,direct,362,14,807.78,0.0,0.436,176.2,False,
2025-06-21,display,226,2,131.93,196.08,0.619,254.0,False,
2025-06-22,organic_search,748,28,2500.24,0.0,0.563,252.3,False,
2025-06-22,paid_search,607,32,3733.9,1134.76,0.465,212.7,False,
2025-06-22,social_organic,447,8,789.08,0.0,0.47,181.4,False,
2025-06-22,social_paid,330,9,800.07,441.37,0.479,140.2,False,
2025-06-22,email,296,18,1723.67,13.58,0.468,201.4,False,
2025-06-22,referral,234,9,1059.78,0.0,0.353,125.0,False,
2025-06-22,direct,379,13,524.37,0.0,0.258,242.8,False,
2025-06-22,display,219,2,128.84,175.21,0.771,111.1,False,
2025-06-23,organic_search,1307,32,2182.36,0.0,0.396,84.8,False,
2025-06-23,paid_search,669,2,2581.02,1236.28,0.386,233.8,True,cvr_drop
2025-06-23,social_organic,434,0,0.0,0.0,0.313,237.7,False,
2025-06-23,social_paid,601,19,978.68,756.41,0.535,79.3,False,
2025-06-23,email,344,23,1163.8,19.69,0.174,67.4,False,
2025-06-23,referral,355,16,1403.37,0.0,0.356,92.7,False,
2025-06-23,direct,843,34,2789.47,0.0,0.545,234.9,False,
2025-06-23,display,420,10,930.76,335.03,0.659,157.0,False,
2025-06-24,organic_search,1212,30,1950.05,0.0,0.619,62.3,False,
2025-06-24,paid_search,816,40,4689.63,1281.17,0.422,202.7,False,
2025-06-24,social_organic,434,2,170.5,0.0,0.598,242.5,False,
2025-06-24,social_paid,555,21,1489.77,772.22,0.43,102.5,False,
2025-06-24,email,426,17,1114.13,20.65,0.393,185.6,False,
2025-06-24,referral,298,8,581.55,0.0,0.293,239.1,False,
2025-06-24,direct,669,23,1618.56,0.0,0.503,137.8,False,
2025-06-24,display,325,11,644.32,318.09,0.603,191.3,False,
2025-06-25,organic_search,1441,43,2557.62,0.0,0.584,270.0,False,
2025-06-25,paid_search,937,45,4511.48,1641.61,0.477,191.4,False,
2025-06-25,social_organic,641,5,200.46,0.0,0.691,246.5,False,
2025-06-25,social_paid,615,33,3234.82,737.59,0.646,206.0,False,
2025-06-25,email,387,23,1628.63,15.51,0.272,181.0,False,
2025-06-25,referral,303,12,738.85,0.0,0.46,124.7,False,
2025-06-25,direct,773,38,2036.79,0.0,0.473,250.2,False,
2025-06-25,display,407,6,556.37,357.47,0.47,227.4,False,
2025-06-26,organic_search,1046,35,3586.92,0.0,0.343,124.3,False,
2025-06-26,paid_search,852,27,1572.07,1720.92,0.321,213.2,False,
2025-06-26,social_organic,467,6,680.68,0.0,0.456,108.9,False,
2025-06-26,social_paid,547,10,1052.15,619.42,0.552,175.2,False,
2025-06-26,email,456,28,1615.04,22.81,0.397,209.4,False,
2025-06-26,referral,270,14,823.37,0.0,0.34,267.7,False,
2025-06-26,direct,729,29,2106.59,0.0,0.521,98.7,False,
2025-06-26,display,281,6,562.45,231.85,0.658,177.5,False,
2025-06-27,organic_search,1186,28,1666.17,0.0,0.382,78.4,False,
2025-06-27,paid_search,728,33,2367.4,1328.76,0.446,210.8,False,
2025-06-27,social_organic,581,6,310.87,0.0,0.516,79.6,False,
2025-06-27,social_paid,506,3,265.48,592.35,0.44,284.2,False,
2025-06-27,email,514,29,3239.85,22.07,0.271,93.5,False,
2025-06-27,referral,288,6,443.12,0.0,0.361,97.6,False,
2025-06-27,direct,603,23,1506.03,0.0,0.389,75.6,False,
2025-06-27,display,379,3,175.2,357.21,0.574,76.2,False,
2025-06-28,organic_search,1130,29,2138.71,0.0,0.365,174.0,False,
2025-06-28,paid_search,652,21,876.71,1107.89,0.29,273.5,False,
2025-06-28,social_organic,368,5,436.46,0.0,0.486,268.3,False,
2025-06-28,social_paid,373,9,738.82,510.35,0.332,283.6,False,
2025-06-28,email,284,11,862.33,14.79,0.36,117.7,False,
2025-06-28,referral,208,8,369.11,0.0,0.334,223.6,False,
2025-06-28,direct,632,24,1291.69,0.0,0.377,78.1,False,
2025-06-28,display,206,6,691.79,203.15,0.642,189.9,False,
2025-06-29,organic_search,835,31,2631.79,0.0,0.512,104.4,False,
2025-06-29,paid_search,534,31,3481.86,1108.81,0.414,182.1,False,
2025-06-29,social_organic,343,8,619.63,0.0,0.538,184.5,False,
2025-06-29,social_paid,375,11,1314.27,442.03,0.597,231.3,False,
2025-06-29,email,278,18,1954.06,14.16,0.227,154.4,False,
2025-06-29,referral,203,8,481.07,0.0,0.365,97.0,False,
2025-06-29,direct,498,19,1734.25,0.0,0.332,235.1,False,
2025-06-29,display,249,7,783.33,249.55,0.684,247.4,False,
2025-06-30,organic_search,1033,34,2608.83,0.0,0.43,180.3,False,
2025-06-30,paid_search,770,29,2858.8,1286.77,0.358,123.7,False,
2025-06-30,social_organic,668,18,1241.87,0.0,0.618,115.0,False,
2025-06-30,social_paid,450,14,1352.84,471.45,0.437,87.9,False,
2025-06-30,email,427,25,1654.51,22.7,0.302,64.5,False,
2025-06-30,referral,251,8,624.09,0.0,0.336,166.7,False,
2025-06-30,direct,686,23,2311.93,0.0,0.331,161.6,False,
2025-06-30,display,424,9,438.38,310.3,0.607,205.9,False,
2025-07-01,organic_search,675,13,1190.76,0.0,0.492,239.1,False,
2025-07-01,paid_search,838,16,1458.69,1481.67,0.359,169.9,False,
2025-07-01,social_organic,718,8,498.39,0.0,0.49,290.0,False,
2025-07-01,social_paid,477,9,1076.29,527.16,0.584,117.3,False,
2025-07-01,email,472,26,1440.44,25.58,0.064,293.6,False,
2025-07-01,referral,276,11,905.66,0.0,0.263,196.7,False,
2025-07-01,direct,633,25,2140.48,0.0,0.354,210.4,False,
2025-07-01,display,363,6,611.2,353.57,0.455,88.5,False,
2025-07-02,organic_search,1275,41,2154.2,0.0,0.5,127.7,False,
2025-07-02,paid_search,888,43,2957.82,1319.01,0.358,204.1,False,
2025-07-02,social_organic,623,5,456.7,0.0,0.525,151.5,False,
2025-07-02,social_paid,517,12,1413.47,678.9,0.594,63.7,False,
2025-07-02,email,425,21,2293.15,21.56,0.225,142.3,False,
2025-07-02,referral,240,7,620.97,0.0,0.288,133.7,False,
2025-07-02,direct,743,25,2483.57,0.0,0.382,189.9,False,
2025-07-02,display,338,4,351.67,265.31,0.79,175.1,False,
2025-07-03,organic_search,1054,49,4623.43,0.0,0.321,158.6,False,
2025-07-03,paid_search,673,28,1223.11,1447.27,0.459,123.3,False,
2025-07-03,social_organic,571,2,198.17,0.0,0.404,88.3,False,
2025-07-03,social_paid,621,23,2046.09,631.86,0.407,99.2,False,
2025-07-03,email,467,27,1834.86,24.24,0.258,64.9,False,
2025-07-03,referral,258,9,947.61,0.0,0.462,258.9,False,
2025-07-03,direct,609,20,2355.05,0.0,0.504,78.7,False,
2025-07-03,display,309,0,0.0,248.73,0.741,128.4,False,
2025-07-04,organic_search,1251,31,1841.15,0.0,0.414,154.1,False,
2025-07-04,paid_search,913,44,1848.13,1609.37,0.4,206.6,False,
2025-07-04,social_organic,697,4,470.87,0.0,0.48,289.8,False,
2025-07-04,social_paid,444,7,675.92,486.86,0.464,124.1,False,
2025-07-04,email,393,20,1771.11,16.69,0.481,263.7,False,
2025-07-04,referral,277,12,705.51,0.0,0.306,163.4,False,
2025-07-04,direct,736,24,1378.1,0.0,0.51,116.2,False,
2025-07-04,display,283,0,0.0,209.23,0.519,163.0,False,
2025-07-05,organic_search,926,36,3919.09,0.0,0.414,297.7,False,
2025-07-05,paid_search,579,25,1707.86,982.07,0.247,262.1,False,
2025-07-05,social_organic,373,11,519.26,0.0,0.696,157.6,False,
2025-07-05,social_paid,374,12,639.76,411.53,0.486,96.5,False,
2025-07-05,email,270,13,1054.76,12.99,0.343,117.0,False,
2025-07-05,referral,260,10,735.39,0.0,0.212,253.8,False,
2025-07-05,direct,647,23,1268.26,0.0,0.423,247.4,False,
2025-07-05,display,172,2,191.08,182.12,0.699,210.2,False,
2025-07-06,organic_search,895,22,1064.63,0.0,0.229,73.7,False,
2025-07-06,paid_search,589,30,1250.36,1049.45,0.361,283.5,False,
2025-07-06,social_organic,336,0,0.0,0.0,0.608,85.5,False,
2025-07-06,social_paid,359,8,837.6,391.04,0.381,271.7,False,
2025-07-06,email,361,21,1457.72,20.09,0.385,241.2,False,
2025-07-06,referral,200,12,604.7,0.0,0.401,248.9,False,
2025-07-06,direct,456,24,2811.76,0.0,0.296,208.3,False,
2025-07-06,display,298,0,0.0,258.22,0.708,197.7,False,
2025-07-07,organic_search,910,25,2521.93,0.0,0.405,272.4,False,
2025-07-07,paid_search,727,28,3221.53,1086.98,0.471,290.7,False,
2025-07-07,social_organic,424,1,83.13,0.0,0.524,163.2,False,
2025-07-07,social_paid,583,13,1283.18,710.54,0.495,107.7,False,
2025-07-07,email,320,18,1351.78,17.92,0.206,233.7,False,
2025-07-07,referral,294,13,1018.53,0.0,0.288,264.3,False,
2025-07-07,direct,775,27,1119.58,0.0,0.461,242.5,False,
2025-07-07,display,425,10,1057.23,404.79,0.688,156.6,False,
2025-07-08,organic_search,1524,45,4954.7,0.0,0.464,198.8,False,
2025-07-08,paid_search,775,38,4531.92,1575.49,0.298,239.0,False,
2025-07-08,social_organic,2250,6,492.38,0.0,0.513,174.2,True,traffic_spike
2025-07-08,social_paid,486,17,1981.66,627.75,0.401,272.9,False,
2025-07-08,email,491,25,2686.09,26.62,0.487,228.1,False,
2025-07-08,referral,306,14,1624.36,0.0,0.302,228.3,False,
2025-07-08,direct,788,37,3099.46,0.0,0.344,262.7,False,
2025-07-08,display,345,8,408.67,252.22,0.636,284.2,False,
2025-07-09,organic_search,1260,36,3810.84,0.0,0.45,273.4,False,
2025-07-09,paid_search,699,21,1584.0,1047.97,0.253,274.1,False,
2025-07-09,social_organic,735,11,618.35,0.0,0.609,259.4,False,
2025-07-09,social_paid,520,15,1056.53,513.31,0.567,222.6,False,
2025-07-09,email,377,14,1323.54,21.95,0.284,153.1,False,
2025-07-09,referral,357,12,586.6,0.0,0.244,197.7,False,
2025-07-09,direct,663,20,1675.26,0.0,0.411,93.1,False,
2025-07-09,display,310,5,449.1,235.68,0.564,135.2,False,
2025-07-10,organic_search,991,29,2334.09,0.0,0.422,119.5,False,
2025-07-10,paid_search,725,31,3509.55,1422.03,0.311,255.7,False,
2025-07-10,social_organic,651,15,1038.51,0.0,0.691,178.8,False,
